"date","region","vaccine","age_band_min","age_band_max","first_dose","second_dose"
2021-03-01,"North West","Pfizer",45,49,88,95
2021-03-01,"North West","Pfizer",50,54,159,108
2021-03-01,"North West","Pfizer",55,59,160,104
2021-03-01,"North West","Pfizer",60,64,443,86
2021-03-01,"North West","Pfizer",65,69,37,25
2021-03-01,"North West","Pfizer",70,74,0,12
2021-03-01,"North West","Pfizer",75,79,0,10
2021-03-01,"North West","Pfizer",80,120,0,391
2021-03-01,"North West",NA,NA,NA,0,0
2021-03-01,"Northern Ireland",NA,NA,NA,11989,2173
2021-03-01,"Scotland","AZ",16,19,180,0
2021-03-01,"Scotland","AZ",20,24,520,0
2021-03-01,"Scotland","AZ",25,29,694,0
2021-03-01,"Scotland","AZ",30,34,945,0
2021-03-01,"Scotland","AZ",35,39,1145,0
2021-03-01,"Scotland","AZ",40,44,1753,0
2021-03-01,"Scotland","AZ",45,49,2507,0
2021-03-01,"Scotland","AZ",50,54,3540,0
2021-03-01,"Scotland","AZ",55,59,3871,0
2021-03-01,"Scotland","AZ",60,64,3804,0
2021-03-01,"Scotland","AZ",65,69,332,0
2021-03-01,"Scotland","AZ",70,74,206,0
2021-03-01,"Scotland","AZ",75,79,112,11
2021-03-01,"Scotland","AZ",80,120,85,14
2021-03-01,"Scotland","Pfizer",16,19,100,54
2021-03-01,"Scotland","Pfizer",20,24,155,315
2021-03-01,"Scotland","Pfizer",25,29,188,451
2021-03-01,"Scotland","Pfizer",30,34,241,508
2021-03-01,"Scotland","Pfizer",35,39,297,485
2021-03-01,"Scotland","Pfizer",40,44,343,566
2021-03-01,"Scotland","Pfizer",45,49,463,560
2021-03-01,"Scotland","Pfizer",50,54,715,749
2021-03-01,"Scotland","Pfizer",55,59,641,741
2021-03-01,"Scotland","Pfizer",60,64,533,478
2021-03-01,"Scotland","Pfizer",65,69,97,154
2021-03-01,"Scotland","Pfizer",70,74,32,100
2021-03-01,"Scotland","Pfizer",75,79,11,103
2021-03-01,"Scotland","Pfizer",80,120,21,428
2021-03-01,"South East","AZ",5,9,0,0
2021-03-01,"South East","AZ",15,19,144,0
2021-03-01,"South East","AZ",20,24,455,0
2021-03-01,"South East","AZ",25,29,570,0
2021-03-01,"South East","AZ",30,34,909,0
2021-03-01,"South East","AZ",35,39,1058,0
2021-03-01,"South East","AZ",40,44,1139,0
2021-03-01,"South East","AZ",45,49,1354,11
2021-03-01,"South East","AZ",50,54,1628,14
2021-03-01,"South East","AZ",55,59,2094,13
2021-03-01,"South East","AZ",60,64,10183,13
2021-03-01,"South East","AZ",65,69,2104,0
2021-03-01,"South East","AZ",70,74,184,0
2021-03-01,"South East","AZ",75,79,112,0
2021-03-01,"South East","AZ",80,120,181,21
2021-03-01,"South East","Moderna",30,34,0,0
2021-03-01,"South East","Pfizer",15,19,14,11
2021-03-01,"South East","Pfizer",20,24,32,43
2021-03-01,"South East","Pfizer",25,29,65,96
2021-03-01,"South East","Pfizer",30,34,77,130
2021-03-01,"South East","Pfizer",35,39,83,103
2021-03-01,"South East","Pfizer",40,44,86,125
2021-03-01,"South East","Pfizer",45,49,52,161
2021-03-01,"South East","Pfizer",50,54,65,167
2021-03-01,"South East","Pfizer",55,59,55,181
2021-03-01,"South East","Pfizer",60,64,49,114
2021-03-01,"South East","Pfizer",65,69,0,47
2021-03-01,"South East","Pfizer",70,74,0,20
2021-03-01,"South East","Pfizer",80,120,0,113
2021-03-01,"South East","Pfizer",75,79,0,24
2021-03-01,"South East",NA,35,39,0,0
2021-03-01,"South East",NA,NA,NA,0,0
2021-03-01,"South West","AZ",15,19,115,0
2021-03-01,"South West","AZ",20,24,359,0
2021-03-01,"South West","AZ",25,29,490,0
2021-03-01,"South West","AZ",30,34,625,0
2021-03-01,"South West","AZ",35,39,819,0
2021-03-01,"South West","AZ",40,44,892,0
2021-03-01,"South West","AZ",45,49,1154,0
2021-03-01,"South West","AZ",50,54,1412,0
2021-03-01,"South West","AZ",55,59,1317,0
2021-03-01,"South West","AZ",60,64,6077,0
2021-03-01,"South West","AZ",65,69,1880,0
2021-03-01,"South West","AZ",70,74,129,0
2021-03-01,"South West","AZ",75,79,60,0
2021-03-01,"South West","AZ",80,120,76,0
2021-03-01,"South West","Moderna",30,34,0,0
2021-03-01,"South West","Moderna",45,49,0,0
2021-03-01,"South West","Pfizer",10,14,0,0
2021-03-01,"South West","Pfizer",15,19,56,10
2021-03-01,"South West","Pfizer",20,24,82,60
2021-03-01,"South West","Pfizer",25,29,100,135
2021-03-01,"South West","Pfizer",30,34,94,126
2021-03-01,"South West","Pfizer",35,39,100,147
2021-03-01,"South West","Pfizer",40,44,123,148
2021-03-01,"South West","Pfizer",45,49,150,183
2021-03-01,"South West","Pfizer",50,54,195,192
2021-03-01,"South West","Pfizer",55,59,229,200
2021-03-01,"South West","Pfizer",60,64,227,145
2021-03-01,"South West","Pfizer",65,69,639,65
2021-03-01,"South West","Pfizer",70,74,0,22
2021-03-01,"South West","Pfizer",75,79,0,26
2021-03-01,"South West","Pfizer",80,120,0,293
2021-03-01,"South West",NA,NA,NA,0,0
2021-03-01,"Unknown_England","AZ",15,19,0,0
2021-03-01,"Unknown_England","AZ",20,24,0,0
2021-03-01,"Unknown_England","AZ",25,29,17,0
2021-03-01,"Unknown_England","AZ",30,34,16,0
2021-03-01,"Unknown_England","AZ",35,39,15,0
2021-03-01,"Unknown_England","AZ",40,44,0,0
2021-03-01,"Unknown_England","AZ",45,49,11,0
2021-03-01,"Unknown_England","AZ",50,54,11,0
2021-03-01,"Unknown_England","AZ",55,59,14,0
2021-03-01,"Unknown_England","AZ",60,64,58,0
2021-03-01,"Unknown_England","AZ",65,69,0,0
2021-03-01,"Unknown_England","AZ",75,79,0,0
2021-03-01,"Unknown_England","AZ",80,120,0,0
2021-03-01,"Unknown_England","Pfizer",25,29,0,0
2021-03-01,"Unknown_England","Pfizer",30,34,0,0
2021-03-01,"Unknown_England","Pfizer",35,39,0,0
2021-03-01,"Unknown_England","Pfizer",40,44,0,0
2021-03-01,"Unknown_England","Pfizer",45,49,0,0
2021-03-01,"Unknown_England","Pfizer",50,54,0,0
2021-03-01,"Unknown_England","Pfizer",55,59,0,0
2021-03-01,"Unknown_England","Pfizer",65,69,0,0
2021-03-01,"Unknown_England","AZ",70,74,0,0
2021-03-01,"Unknown_England","Pfizer",20,24,0,0
2021-03-01,"Unknown_England","Pfizer",80,120,0,0
2021-03-01,"Unknown_England",NA,NA,NA,0,0
2021-03-01,"Wales","AZ",15,19,28,0
2021-03-01,"Wales","AZ",20,24,117,0
2021-03-01,"Wales","AZ",25,29,120,11
2021-03-01,"Wales","AZ",30,34,136,0
2021-03-01,"Wales","AZ",35,39,146,12
2021-03-01,"Wales","AZ",40,44,138,0
2021-03-01,"Wales","AZ",45,49,231,19
2021-03-01,"Wales","AZ",50,54,414,16
2021-03-01,"Wales","AZ",55,59,542,20
2021-03-01,"Wales","AZ",60,64,1838,19
2021-03-01,"Wales","AZ",65,69,2826,19
2021-03-01,"Wales","AZ",70,74,87,23
2021-03-01,"Wales","AZ",75,79,70,27
2021-03-01,"Wales","AZ",80,120,74,231
2021-03-01,"Wales","Pfizer",15,19,0,76
2021-03-01,"Wales","Pfizer",20,24,12,470
2021-03-01,"Wales","Pfizer",25,29,14,610
2021-03-01,"Wales","Pfizer",30,34,15,614
2021-03-01,"Wales","Pfizer",35,39,14,697
2021-03-01,"Wales","Pfizer",40,44,0,674
2021-03-01,"Wales","Pfizer",45,49,0,716
2021-03-01,"Wales","Pfizer",50,54,13,968
2021-03-01,"Wales","Pfizer",55,59,14,1062
2021-03-01,"Wales","Pfizer",60,64,11,728
2021-03-01,"Wales","Pfizer",65,69,0,328
2021-03-01,"Wales","Pfizer",70,74,0,219
2021-03-01,"Wales","Pfizer",75,79,0,135
2021-03-01,"Wales","Pfizer",80,120,0,382
2021-03-02,"East of England","AZ",15,19,112,0
2021-03-02,"East of England","AZ",20,24,366,0
2021-03-02,"East of England","AZ",25,29,468,0
2021-03-02,"East of England","AZ",30,34,691,0
2021-03-02,"East of England","AZ",35,39,835,0
2021-03-02,"East of England","AZ",40,44,852,0
2021-03-02,"East of England","AZ",45,49,950,0
2021-03-02,"East of England","AZ",50,54,1114,0
2021-03-02,"East of England","AZ",55,59,1501,0
2021-03-02,"East of England","AZ",60,64,7299,0
2021-03-02,"East of England","AZ",65,69,1268,0
2021-03-02,"East of England","AZ",70,74,147,0
2021-03-02,"East of England","AZ",75,79,103,0
2021-03-02,"East of England","AZ",80,120,193,0
2021-03-02,"East of England","Pfizer",15,19,62,12
2021-03-02,"East of England","Pfizer",20,24,62,35
2021-03-02,"East of England","Pfizer",25,29,88,83
2021-03-02,"East of England","Pfizer",30,34,90,103
2021-03-02,"East of England","Pfizer",35,39,153,129
2021-03-02,"East of England","Pfizer",40,44,168,141
2021-03-02,"East of England","Pfizer",45,49,179,153
2021-03-02,"East of England","Pfizer",50,54,168,164
2021-03-02,"East of England","Pfizer",55,59,200,166
2021-03-02,"East of England","Pfizer",60,64,175,137
2021-03-02,"East of England","Pfizer",65,69,142,60
2021-03-02,"East of England","Pfizer",70,74,0,36
2021-03-02,"East of England","Pfizer",75,79,0,36
2021-03-02,"East of England","Pfizer",80,120,0,1577
2021-03-02,"East of England","Moderna",35,39,0,0
2021-03-02,"East of England",NA,30,34,0,0
2021-03-02,"East of England",NA,35,39,0,0
2021-03-02,"East of England",NA,45,49,0,0
2021-03-02,"East of England",NA,65,69,0,0
2021-03-02,"East of England",NA,NA,NA,0,0
2021-03-02,"London","AZ",15,19,201,0
2021-03-02,"London","AZ",20,24,711,0
2021-03-02,"London","AZ",25,29,1074,0
2021-03-02,"London","AZ",30,34,1590,0
2021-03-02,"London","AZ",35,39,2141,0
2021-03-02,"London","AZ",40,44,2604,18
2021-03-02,"London","AZ",45,49,2553,12
2021-03-02,"London","AZ",50,54,4495,23
2021-03-02,"London","AZ",55,59,4384,24
2021-03-02,"London","AZ",60,64,7738,23
2021-03-02,"London","AZ",65,69,1190,26
2021-03-02,"London","AZ",70,74,298,118
2021-03-02,"London","AZ",75,79,182,68
2021-03-02,"London","AZ",80,120,258,44
2021-03-02,"London","Pfizer",15,19,16,11
2021-03-02,"London","Pfizer",20,24,38,81
2021-03-02,"London","Pfizer",25,29,60,297
2021-03-02,"London","Pfizer",30,34,76,294
2021-03-02,"London","Pfizer",35,39,90,253
2021-03-02,"London","Pfizer",40,44,67,254
2021-03-02,"London","Pfizer",45,49,78,284
2021-03-02,"London","Pfizer",50,54,78,298
2021-03-02,"London","Pfizer",55,59,75,272
2021-03-02,"London","Pfizer",60,64,88,183
2021-03-02,"London","Pfizer",65,69,26,91
2021-03-02,"London","Pfizer",70,74,0,175
2021-03-02,"London","Pfizer",75,79,0,106
2021-03-02,"London","Pfizer",80,120,0,897
2021-03-02,"London","Moderna",45,49,0,0
2021-03-02,"London",NA,20,24,0,0
2021-03-02,"London",NA,25,29,0,0
2021-03-02,"London",NA,30,34,0,0
2021-03-02,"London",NA,35,39,0,0
2021-03-02,"London",NA,40,44,0,0
2021-03-02,"London",NA,NA,NA,0,0
2021-03-02,"Midlands","AZ",15,19,300,0
2021-03-02,"Midlands","AZ",20,24,964,0
2021-03-02,"Midlands","AZ",25,29,1179,0
2021-03-02,"Midlands","AZ",30,34,1700,0
2021-03-02,"Midlands","AZ",35,39,2222,0
2021-03-02,"Midlands","AZ",40,44,2434,13
2021-03-02,"Midlands","AZ",45,49,2824,0
2021-03-02,"Midlands","AZ",50,54,3716,11
2021-03-02,"Midlands","AZ",55,59,4158,12
2021-03-02,"Midlands","AZ",60,64,14777,11
2021-03-02,"Midlands","AZ",65,69,1373,13
2021-03-02,"Midlands","AZ",70,74,283,10
2021-03-02,"Midlands","AZ",75,79,180,0
2021-03-02,"Midlands","AZ",80,120,307,13
2021-03-02,"Midlands","Pfizer",15,19,25,25
2021-03-02,"Midlands","Pfizer",20,24,51,132
2021-03-02,"Midlands","Pfizer",25,29,45,245
2021-03-02,"Midlands","Pfizer",30,34,64,265
2021-03-02,"Midlands","Pfizer",35,39,66,309
2021-03-02,"Midlands","Pfizer",40,44,71,373
2021-03-02,"Midlands","Pfizer",45,49,61,446
2021-03-02,"Midlands","Pfizer",50,54,199,469
2021-03-02,"Midlands","Pfizer",55,59,113,454
2021-03-02,"Midlands","Pfizer",60,64,184,318
2021-03-02,"Midlands","Pfizer",65,69,98,128
2021-03-02,"Midlands","Pfizer",70,74,51,52
2021-03-02,"Midlands","Pfizer",75,79,0,111
2021-03-02,"Midlands","Pfizer",80,120,0,2849
2021-03-02,"Midlands",NA,30,34,0,0
2021-03-02,"Midlands",NA,35,39,0,0
2021-03-02,"Midlands",NA,45,49,0,0
2021-03-02,"Midlands",NA,60,64,0,0
2021-03-02,"North East and Yorkshire","AZ",15,19,159,0
2021-03-02,"North East and Yorkshire","AZ",20,24,445,0
2021-03-02,"North East and Yorkshire","AZ",25,29,601,0
2021-03-02,"North East and Yorkshire","AZ",30,34,764,0
2021-03-02,"North East and Yorkshire","AZ",35,39,918,0
2021-03-02,"North East and Yorkshire","AZ",40,44,1009,0
2021-03-02,"North East and Yorkshire","AZ",45,49,1105,13
2021-03-02,"North East and Yorkshire","AZ",50,54,1330,0
2021-03-02,"North East and Yorkshire","AZ",55,59,1640,13
2021-03-02,"North East and Yorkshire","AZ",60,64,7505,13
2021-03-02,"North East and Yorkshire","AZ",65,69,2576,0
2021-03-02,"North East and Yorkshire","AZ",70,74,211,15
2021-03-02,"North East and Yorkshire","AZ",75,79,108,0
2021-03-02,"North East and Yorkshire","AZ",80,120,227,10
2021-03-02,"North East and Yorkshire","Pfizer",15,19,23,16
2021-03-02,"North East and Yorkshire","Pfizer",20,24,67,65
2021-03-02,"North East and Yorkshire","Pfizer",25,29,44,128
2021-03-02,"North East and Yorkshire","Pfizer",30,34,81,153
2021-03-02,"North East and Yorkshire","Pfizer",35,39,85,155
2021-03-02,"North East and Yorkshire","Pfizer",40,44,57,178
2021-03-02,"North East and Yorkshire","Pfizer",45,49,71,224
2021-03-02,"North East and Yorkshire","Pfizer",50,54,71,343
2021-03-02,"North East and Yorkshire","Pfizer",55,59,59,331
2021-03-02,"North East and Yorkshire","Pfizer",60,64,47,209
2021-03-02,"North East and Yorkshire","Pfizer",65,69,10,74
2021-03-02,"North East and Yorkshire","Pfizer",70,74,0,41
2021-03-02,"North East and Yorkshire","Pfizer",75,79,0,36
2021-03-02,"North East and Yorkshire","Pfizer",80,120,0,637
2021-03-02,"North East and Yorkshire","Pfizer",5,9,0,0
2021-03-02,"North East and Yorkshire",NA,45,49,0,0
2021-03-02,"North East and Yorkshire",NA,50,54,0,0
2021-03-02,"North East and Yorkshire",NA,60,64,0,0
2021-03-02,"North East and Yorkshire",NA,NA,NA,0,0
2021-03-02,"North West","AZ",15,19,196,0
2021-03-02,"North West","AZ",20,24,564,0
2021-03-02,"North West","AZ",25,29,771,0
2021-03-02,"North West","AZ",30,34,999,0
2021-03-02,"North West","AZ",35,39,1238,0
2021-03-02,"North West","AZ",40,44,1322,0
2021-03-02,"North West","AZ",45,49,1526,0
2021-03-02,"North West","AZ",50,54,2380,10
2021-03-02,"North West","AZ",55,59,3647,11
2021-03-02,"North West","AZ",60,64,7545,0
2021-03-02,"North West","AZ",65,69,1380,0
2021-03-02,"North West","AZ",70,74,185,0
2021-03-02,"North West","AZ",75,79,89,13
2021-03-02,"North West","AZ",80,120,156,45
2021-03-02,"North West","Pfizer",15,19,29,0
2021-03-02,"North West","Pfizer",20,24,60,55
2021-03-02,"North West","Pfizer",25,29,88,118
2021-03-02,"North West","Pfizer",30,34,109,148
2021-03-02,"North West","Pfizer",35,39,91,171
2021-03-02,"North West","Pfizer",40,44,98,172
2021-03-02,"North West","Pfizer",45,49,108,204
2021-03-02,"North West","Pfizer",50,54,266,241
2021-03-02,"North West","Pfizer",55,59,293,266
2021-03-02,"North West","Pfizer",60,64,510,192
2021-03-02,"North West","Pfizer",65,69,67,68
2021-03-02,"North West","Pfizer",70,74,0,36
2021-03-02,"North West","Pfizer",75,79,0,62
2021-03-02,"North West","Pfizer",80,120,0,1530
2021-03-02,"North West",NA,NA,NA,0,0
2021-03-02,"Northern Ireland",NA,NA,NA,7630,2492
2021-03-02,"Scotland","AZ",16,19,268,0
2021-03-02,"Scotland","AZ",20,24,726,0
2021-03-02,"Scotland","AZ",25,29,898,0
2021-03-02,"Scotland","AZ",30,34,1141,0
2021-03-02,"Scotland","AZ",35,39,1438,0
2021-03-02,"Scotland","AZ",40,44,2087,0
2021-03-02,"Scotland","AZ",45,49,3000,0
2021-03-02,"Scotland","AZ",50,54,4524,10
2021-03-02,"Scotland","AZ",55,59,4701,0
2021-03-02,"Scotland","AZ",60,64,4841,0
2021-03-02,"Scotland","AZ",65,69,657,0
2021-03-02,"Scotland","AZ",70,74,289,0
2021-03-02,"Scotland","AZ",75,79,142,0
2021-03-02,"Scotland","AZ",80,120,125,51
2021-03-02,"Scotland","Pfizer",16,19,82,68
2021-03-02,"Scotland","Pfizer",20,24,172,415
2021-03-02,"Scotland","Pfizer",25,29,193,621
2021-03-02,"Scotland","Pfizer",30,34,206,626
2021-03-02,"Scotland","Pfizer",35,39,238,712
2021-03-02,"Scotland","Pfizer",40,44,267,855
2021-03-02,"Scotland","Pfizer",45,49,422,904
2021-03-02,"Scotland","Pfizer",50,54,527,1153
2021-03-02,"Scotland","Pfizer",55,59,536,1132
2021-03-02,"Scotland","Pfizer",60,64,466,755
2021-03-02,"Scotland","Pfizer",65,69,93,205
2021-03-02,"Scotland","Pfizer",70,74,15,81
2021-03-02,"Scotland","Pfizer",75,79,11,121
2021-03-02,"Scotland","Pfizer",80,120,15,700
2021-03-02,"South East","AZ",15,19,127,0
2021-03-02,"South East","AZ",20,24,427,0
2021-03-02,"South East","AZ",25,29,722,0
2021-03-02,"South East","AZ",30,34,898,0
2021-03-02,"South East","AZ",35,39,1133,0
2021-03-02,"South East","AZ",40,44,1319,0
2021-03-02,"South East","AZ",45,49,1387,14
2021-03-02,"South East","AZ",50,54,2156,12
2021-03-02,"South East","AZ",55,59,2404,14
2021-03-02,"South East","AZ",60,64,10989,11
2021-03-02,"South East","AZ",65,69,2274,0
2021-03-02,"South East","AZ",70,74,222,0
2021-03-02,"South East","AZ",75,79,123,0
2021-03-02,"South East","AZ",80,120,243,0
2021-03-02,"South East","Moderna",45,49,0,0
2021-03-02,"South East","Pfizer",15,19,20,30
2021-03-02,"South East","Pfizer",20,24,26,119
2021-03-02,"South East","Pfizer",25,29,31,199
2021-03-02,"South East","Pfizer",30,34,53,260
2021-03-02,"South East","Pfizer",35,39,43,260
2021-03-02,"South East","Pfizer",40,44,37,264
2021-03-02,"South East","Pfizer",45,49,35,288
2021-03-02,"South East","Pfizer",50,54,70,381
2021-03-02,"South East","Pfizer",55,59,60,419
2021-03-02,"South East","Pfizer",60,64,69,280
2021-03-02,"South East","Pfizer",65,69,11,134
2021-03-02,"South East","Pfizer",70,74,0,97
2021-03-02,"South East","Pfizer",80,120,0,3705
2021-03-02,"South East",NA,20,24,0,0
2021-03-02,"South East",NA,25,29,0,0
2021-03-02,"South East","Moderna",30,34,0,0
2021-03-02,"South East","Pfizer",75,79,0,354
2021-03-02,"South East",NA,NA,NA,0,0
2021-03-02,"South West","AZ",15,19,167,0
2021-03-02,"South West","AZ",20,24,439,0
2021-03-02,"South West","AZ",25,29,513,0
2021-03-02,"South West","AZ",30,34,728,0
2021-03-02,"South West","AZ",35,39,789,0
2021-03-02,"South West","AZ",40,44,934,0
2021-03-02,"South West","AZ",45,49,1151,0
2021-03-02,"South West","AZ",50,54,1486,0
2021-03-02,"South West","AZ",55,59,1870,0
2021-03-02,"South West","AZ",60,64,7787,0
2021-03-02,"South West","AZ",65,69,1995,0
2021-03-02,"South West","AZ",70,74,119,0
2021-03-02,"South West","AZ",75,79,71,0
2021-03-02,"South West","AZ",80,120,101,0
2021-03-02,"South West","Moderna",20,24,0,0
2021-03-02,"South West","Moderna",25,29,0,0
2021-03-02,"South West","Moderna",40,44,0,0
2021-03-02,"South West","Moderna",45,49,0,0
2021-03-02,"South West","Pfizer",15,19,44,27
2021-03-02,"South West","Pfizer",20,24,40,74
2021-03-02,"South West","Pfizer",25,29,65,135
2021-03-02,"South West","Pfizer",30,34,72,192
2021-03-02,"South West","Pfizer",35,39,92,204
2021-03-02,"South West","Pfizer",40,44,85,209
2021-03-02,"South West","Pfizer",45,49,113,240
2021-03-02,"South West","Pfizer",50,54,156,248
2021-03-02,"South West","Pfizer",55,59,163,274
2021-03-02,"South West","Pfizer",60,64,271,207
2021-03-02,"South West","Pfizer",65,69,61,96
2021-03-02,"South West","Pfizer",70,74,0,53
2021-03-02,"South West","Pfizer",75,79,0,38
2021-03-02,"South West","Pfizer",80,120,0,1068
2021-03-02,"South West",NA,25,29,0,0
2021-03-02,"South West","Moderna",30,34,0,0
2021-03-02,"South West","Moderna",50,54,0,0
2021-03-02,"South West",NA,50,54,0,0
2021-03-02,"South West",NA,60,64,0,0
2021-03-02,"South West",NA,NA,NA,0,0
2021-03-02,"Unknown_England","AZ",15,19,0,0
2021-03-02,"Unknown_England","AZ",20,24,0,0
2021-03-02,"Unknown_England","AZ",25,29,10,0
2021-03-02,"Unknown_England","AZ",30,34,18,0
2021-03-02,"Unknown_England","AZ",35,39,11,0
2021-03-02,"Unknown_England","AZ",40,44,0,0
2021-03-02,"Unknown_England","AZ",45,49,0,0
2021-03-02,"Unknown_England","AZ",50,54,0,0
2021-03-02,"Unknown_England","AZ",55,59,23,0
2021-03-02,"Unknown_England","AZ",60,64,66,0
2021-03-02,"Unknown_England","AZ",65,69,11,0
2021-03-02,"Unknown_England","AZ",70,74,0,0
2021-03-02,"Unknown_England","AZ",80,120,0,0
2021-03-02,"Unknown_England","Pfizer",15,19,0,0
2021-03-02,"Unknown_England","Pfizer",20,24,0,0
2021-03-02,"Unknown_England","Pfizer",25,29,0,0
2021-03-02,"Unknown_England","Pfizer",30,34,0,0
2021-03-02,"Unknown_England","Pfizer",35,39,0,0
2021-03-02,"Unknown_England","Pfizer",50,54,0,0
2021-03-02,"Unknown_England","Pfizer",55,59,0,0
2021-03-02,"Unknown_England","Pfizer",40,44,0,0
2021-03-02,"Unknown_England","Pfizer",45,49,0,0
2021-03-02,"Unknown_England","Pfizer",60,64,0,0
2021-03-02,"Unknown_England","Pfizer",70,74,0,0
2021-03-02,"Unknown_England","Pfizer",80,120,0,0
2021-03-02,"Unknown_England",NA,NA,NA,0,0
2021-03-02,"Wales","AZ",15,19,54,0
2021-03-02,"Wales","AZ",20,24,187,13
2021-03-02,"Wales","AZ",25,29,252,20
2021-03-02,"Wales","AZ",30,34,301,21
2021-03-02,"Wales","AZ",35,39,371,28
2021-03-02,"Wales","AZ",40,44,341,29
2021-03-02,"Wales","AZ",45,49,436,23
2021-03-02,"Wales","AZ",50,54,616,26
2021-03-02,"Wales","AZ",55,59,784,33
2021-03-02,"Wales","AZ",60,64,2144,37
2021-03-02,"Wales","AZ",65,69,2788,39
2021-03-02,"Wales","AZ",70,74,109,45
2021-03-02,"Wales","AZ",75,79,118,44
2021-03-02,"Wales","AZ",80,120,124,358
2021-03-02,"Wales","Pfizer",15,19,0,150
2021-03-02,"Wales","Pfizer",20,24,10,794
2021-03-02,"Wales","Pfizer",25,29,0,1017
2021-03-02,"Wales","Pfizer",30,34,18,1221
2021-03-02,"Wales","Pfizer",35,39,0,1185
2021-03-02,"Wales","Pfizer",40,44,0,1192
2021-03-02,"Wales","Pfizer",45,49,0,1417
2021-03-02,"Wales","Pfizer",50,54,13,1590
2021-03-02,"Wales","Pfizer",55,59,17,1598
2021-03-02,"Wales","Pfizer",60,64,23,1047
2021-03-02,"Wales","Pfizer",65,69,0,408
2021-03-02,"Wales","Pfizer",70,74,0,202
2021-03-02,"Wales","Pfizer",75,79,0,214
2021-03-02,"Wales","Pfizer",80,120,0,468
2021-03-03,"East of England","AZ",15,19,209,0
2021-03-03,"East of England","AZ",20,24,692,0
2021-03-03,"East of England","AZ",25,29,971,0
2021-03-03,"East of England","AZ",30,34,1316,0
2021-03-03,"East of England","AZ",35,39,1568,0
2021-03-03,"East of England","AZ",40,44,1848,0
2021-03-03,"East of England","AZ",45,49,2076,0
2021-03-03,"East of England","AZ",50,54,2332,16
2021-03-03,"East of England","AZ",55,59,3187,11
2021-03-03,"East of England","AZ",60,64,10841,15
2021-03-03,"East of England","AZ",65,69,1667,13
2021-03-03,"East of England","AZ",70,74,194,0
2021-03-03,"East of England","AZ",75,79,92,11
2021-03-03,"East of England","AZ",80,120,175,29
2021-03-03,"East of England","Pfizer",15,19,57,17
2021-03-03,"East of England","Pfizer",20,24,66,82
2021-03-03,"East of England","Pfizer",25,29,70,133
2021-03-03,"East of England","Pfizer",30,34,107,166
2021-03-03,"East of England","Pfizer",35,39,223,171
2021-03-03,"East of England","Pfizer",40,44,306,170
2021-03-03,"East of England","Pfizer",45,49,345,210
2021-03-03,"East of England","Pfizer",50,54,146,275
2021-03-03,"East of England","Pfizer",55,59,145,303
2021-03-03,"East of England","Pfizer",60,64,119,220
2021-03-03,"East of England","Pfizer",65,69,39,127
2021-03-03,"East of England","Pfizer",75,79,0,198
2021-03-03,"East of England","Pfizer",80,120,10,2428
2021-03-03,"East of England","Pfizer",70,74,0,120
2021-03-03,"East of England",NA,NA,NA,0,0
2021-03-03,"London","AZ",15,19,295,0
2021-03-03,"London","AZ",20,24,904,0
2021-03-03,"London","AZ",25,29,1284,10
2021-03-03,"London","AZ",30,34,1857,15
2021-03-03,"London","AZ",35,39,2483,12
2021-03-03,"London","AZ",40,44,2692,25
2021-03-03,"London","AZ",45,49,2886,16
2021-03-03,"London","AZ",50,54,4097,36
2021-03-03,"London","AZ",55,59,4367,48
2021-03-03,"London","AZ",60,64,8347,48
2021-03-03,"London","AZ",65,69,1152,41
2021-03-03,"London","AZ",70,74,350,259
2021-03-03,"London","AZ",75,79,193,156
2021-03-03,"London","AZ",80,120,247,70
2021-03-03,"London","Pfizer",15,19,90,13
2021-03-03,"London","Pfizer",20,24,72,132
2021-03-03,"London","Pfizer",25,29,112,336
2021-03-03,"London","Pfizer",30,34,144,367
2021-03-03,"London","Pfizer",35,39,175,313
2021-03-03,"London","Pfizer",40,44,178,325
2021-03-03,"London","Pfizer",45,49,202,351
2021-03-03,"London","Pfizer",50,54,212,353
2021-03-03,"London","Pfizer",55,59,236,306
2021-03-03,"London","Pfizer",60,64,236,331
2021-03-03,"London","Pfizer",65,69,55,198
2021-03-03,"London","Pfizer",70,74,19,303
2021-03-03,"London","Pfizer",75,79,15,408
2021-03-03,"London","Pfizer",80,120,17,1725
2021-03-03,"London",NA,30,34,0,0
2021-03-03,"London",NA,35,39,0,0
2021-03-03,"London",NA,45,49,0,0
2021-03-03,"London",NA,50,54,0,0
2021-03-03,"London",NA,60,64,0,0
2021-03-03,"London",NA,NA,NA,0,0
2021-03-03,"Midlands","AZ",15,19,466,0
2021-03-03,"Midlands","AZ",20,24,1208,0
2021-03-03,"Midlands","AZ",25,29,1450,0
2021-03-03,"Midlands","AZ",30,34,2033,0
2021-03-03,"Midlands","AZ",35,39,2277,14
2021-03-03,"Midlands","AZ",40,44,2683,11
2021-03-03,"Midlands","AZ",45,49,3546,0
2021-03-03,"Midlands","AZ",50,54,3965,16
2021-03-03,"Midlands","AZ",55,59,4532,25
2021-03-03,"Midlands","AZ",60,64,17414,13
2021-03-03,"Midlands","AZ",65,69,1806,13
2021-03-03,"Midlands","AZ",70,74,329,12
2021-03-03,"Midlands","AZ",75,79,201,10
2021-03-03,"Midlands","AZ",80,120,334,48
2021-03-03,"Midlands","Moderna",50,54,0,0
