"date","region","vaccine","age_band_min","age_band_max","first_dose","second_dose"
2021-07-11,"North West","Moderna",30,34,45,44
2021-07-11,"North West","Moderna",35,39,26,96
2021-07-11,"North West","Moderna",40,44,11,163
2021-07-11,"North West","Moderna",45,49,12,658
2021-07-11,"North West","Moderna",50,54,0,63
2021-07-11,"North West","Moderna",55,59,0,19
2021-07-11,"North West","Moderna",60,64,0,0
2021-07-11,"North West","Moderna",65,69,0,0
2021-07-11,"North West","Moderna",70,74,0,0
2021-07-11,"North West","Pfizer",10,14,0,0
2021-07-11,"North West","Pfizer",15,19,308,208
2021-07-11,"North West","Pfizer",20,24,520,299
2021-07-11,"North West","Pfizer",25,29,399,486
2021-07-11,"North West","Pfizer",30,34,277,846
2021-07-11,"North West","Pfizer",35,39,228,1414
2021-07-11,"North West","Pfizer",40,44,127,557
2021-07-11,"North West","Pfizer",45,49,86,225
2021-07-11,"North West","Pfizer",50,54,34,53
2021-07-11,"North West","Pfizer",55,59,27,35
2021-07-11,"North West","Pfizer",60,64,22,17
2021-07-11,"North West","Pfizer",65,69,0,12
2021-07-11,"North West","Pfizer",70,74,0,0
2021-07-11,"North West","Pfizer",75,79,0,0
2021-07-11,"North West","Pfizer",80,120,0,0
2021-07-11,"North West","AZ",75,79,0,0
2021-07-11,"North West","AZ",80,120,0,0
2021-07-11,"North West","Moderna",80,120,0,0
2021-07-11,"North West",NA,NA,NA,0,0
2021-07-11,"Northern Ireland",NA,NA,NA,1204,3537
2021-07-11,"Scotland","AZ",16,19,0,11
2021-07-11,"Scotland","AZ",20,24,0,36
2021-07-11,"Scotland","AZ",25,29,0,42
2021-07-11,"Scotland","AZ",30,34,0,59
2021-07-11,"Scotland","AZ",35,39,0,139
2021-07-11,"Scotland","AZ",40,44,119,6167
2021-07-11,"Scotland","AZ",45,49,87,4202
2021-07-11,"Scotland","AZ",50,54,58,705
2021-07-11,"Scotland","AZ",55,59,40,294
2021-07-11,"Scotland","AZ",60,64,26,149
2021-07-11,"Scotland","AZ",65,69,0,30
2021-07-11,"Scotland","AZ",70,74,0,10
2021-07-11,"Scotland","AZ",75,79,0,0
2021-07-11,"Scotland","AZ",80,120,0,0
2021-07-11,"Scotland","Moderna",16,19,526,0
2021-07-11,"Scotland","Moderna",20,24,972,0
2021-07-11,"Scotland","Moderna",25,29,897,0
2021-07-11,"Scotland","Moderna",30,34,153,0
2021-07-11,"Scotland","Moderna",35,39,108,18
2021-07-11,"Scotland","Moderna",40,44,13,27
2021-07-11,"Scotland","Moderna",45,49,0,23
2021-07-11,"Scotland","Moderna",50,54,0,0
2021-07-11,"Scotland","Moderna",55,59,0,0
2021-07-11,"Scotland","Moderna",60,64,0,0
2021-07-11,"Scotland","Moderna",65,69,0,0
2021-07-11,"Scotland","Moderna",75,79,0,0
2021-07-11,"Scotland","Pfizer",16,19,493,260
2021-07-11,"Scotland","Pfizer",20,24,923,391
2021-07-11,"Scotland","Pfizer",25,29,919,345
2021-07-11,"Scotland","Pfizer",30,34,317,282
2021-07-11,"Scotland","Pfizer",35,39,237,784
2021-07-11,"Scotland","Pfizer",40,44,25,589
2021-07-11,"Scotland","Pfizer",45,49,15,1168
2021-07-11,"Scotland","Pfizer",50,54,10,113
2021-07-11,"Scotland","Pfizer",55,59,0,28
2021-07-11,"Scotland","Pfizer",60,64,0,14
2021-07-11,"Scotland","Pfizer",65,69,0,13
2021-07-11,"Scotland","Pfizer",70,74,0,0
2021-07-11,"Scotland","Pfizer",75,79,0,0
2021-07-11,"Scotland","Pfizer",80,120,0,0
2021-07-11,"South East","AZ",15,19,0,0
2021-07-11,"South East","AZ",20,24,0,32
2021-07-11,"South East","AZ",25,29,0,37
2021-07-11,"South East","AZ",30,34,0,110
2021-07-11,"South East","AZ",35,39,0,146
2021-07-11,"South East","AZ",40,44,42,3826
2021-07-11,"South East","AZ",45,49,31,3627
2021-07-11,"South East","AZ",50,54,14,392
2021-07-11,"South East","AZ",55,59,13,143
2021-07-11,"South East","AZ",60,64,13,71
2021-07-11,"South East","AZ",65,69,0,32
2021-07-11,"South East","AZ",70,74,0,13
2021-07-11,"South East","AZ",75,79,0,0
2021-07-11,"South East","AZ",80,120,0,0
2021-07-11,"South East","Moderna",15,19,310,0
2021-07-11,"South East","Moderna",20,24,536,0
2021-07-11,"South East","Moderna",25,29,309,21
2021-07-11,"South East","Moderna",30,34,177,19
2021-07-11,"South East","Moderna",35,39,95,343
2021-07-11,"South East","Moderna",40,44,51,229
2021-07-11,"South East","Moderna",45,49,15,566
2021-07-11,"South East","Moderna",50,54,15,61
2021-07-11,"South East","Moderna",55,59,0,10
2021-07-11,"South East","Moderna",60,64,0,0
2021-07-11,"South East","Moderna",65,69,0,0
2021-07-11,"South East","Pfizer",15,19,936,119
2021-07-11,"South East","Pfizer",20,24,1209,180
2021-07-11,"South East","Pfizer",25,29,893,310
2021-07-11,"South East","Pfizer",30,34,629,498
2021-07-11,"South East","Pfizer",35,39,388,1928
2021-07-11,"South East","Pfizer",40,44,205,1272
2021-07-11,"South East","Pfizer",45,49,120,289
2021-07-11,"South East","Pfizer",50,54,62,60
2021-07-11,"South East","Pfizer",55,59,34,29
2021-07-11,"South East","Pfizer",60,64,21,24
2021-07-11,"South East","Pfizer",65,69,10,11
2021-07-11,"South East","Pfizer",70,74,0,0
2021-07-11,"South East","Pfizer",75,79,0,0
2021-07-11,"South East","Pfizer",80,120,0,0
2021-07-11,"South East","Moderna",70,74,0,0
2021-07-11,"South East","Moderna",80,120,0,0
2021-07-11,"South East",NA,NA,NA,0,0
2021-07-11,"South West","AZ",20,24,0,0
2021-07-11,"South West","AZ",25,29,0,0
2021-07-11,"South West","AZ",30,34,0,30
2021-07-11,"South West","AZ",40,44,0,816
2021-07-11,"South West","AZ",45,49,11,1227
2021-07-11,"South West","AZ",50,54,0,107
2021-07-11,"South West","AZ",55,59,0,27
2021-07-11,"South West","AZ",60,64,0,12
2021-07-11,"South West","AZ",65,69,0,0
2021-07-11,"South West","Moderna",15,19,32,12
2021-07-11,"South West","Moderna",20,24,73,58
2021-07-11,"South West","Moderna",25,29,39,63
2021-07-11,"South West","Moderna",30,34,29,52
2021-07-11,"South West","Moderna",35,39,21,282
2021-07-11,"South West","Moderna",40,44,0,886
2021-07-11,"South West","Moderna",45,49,0,482
2021-07-11,"South West","Moderna",50,54,0,56
2021-07-11,"South West","Moderna",55,59,0,14
2021-07-11,"South West","Moderna",60,64,0,0
2021-07-11,"South West","Moderna",65,69,0,0
2021-07-11,"South West","Pfizer",10,14,0,0
2021-07-11,"South West","Pfizer",15,19,537,84
2021-07-11,"South West","Pfizer",20,24,815,354
2021-07-11,"South West","Pfizer",25,29,476,601
2021-07-11,"South West","Pfizer",30,34,287,870
2021-07-11,"South West","Pfizer",35,39,167,1179
2021-07-11,"South West","Pfizer",40,44,63,718
2021-07-11,"South West","Pfizer",45,49,54,270
2021-07-11,"South West","Pfizer",50,54,28,35
2021-07-11,"South West","Pfizer",55,59,23,16
2021-07-11,"South West","Pfizer",60,64,0,12
2021-07-11,"South West","Pfizer",65,69,0,0
2021-07-11,"South West","Pfizer",70,74,0,0
2021-07-11,"South West","Pfizer",75,79,0,0
2021-07-11,"South West","Pfizer",80,120,0,0
2021-07-11,"South West","AZ",15,19,0,0
2021-07-11,"South West","AZ",35,39,0,34
2021-07-11,"South West","AZ",70,74,0,0
2021-07-11,"South West","AZ",75,79,0,0
2021-07-11,"South West","AZ",80,120,0,0
2021-07-11,"South West","Moderna",70,74,0,0
2021-07-11,"South West",NA,NA,NA,0,0
2021-07-11,"Unknown_England","Moderna",20,24,0,0
2021-07-11,"Unknown_England","Moderna",30,34,0,0
2021-07-11,"Unknown_England","Pfizer",20,24,0,0
2021-07-11,"Unknown_England","Pfizer",25,29,0,0
2021-07-11,"Unknown_England","Pfizer",30,34,0,0
2021-07-11,"Unknown_England","Pfizer",40,44,0,0
2021-07-11,"Unknown_England","AZ",35,39,0,0
2021-07-11,"Unknown_England","AZ",40,44,0,0
2021-07-11,"Unknown_England","AZ",45,49,0,0
2021-07-11,"Unknown_England","AZ",50,54,0,0
2021-07-11,"Unknown_England","Moderna",35,39,0,0
2021-07-11,"Unknown_England","Moderna",40,44,0,0
2021-07-11,"Unknown_England","Pfizer",35,39,0,0
2021-07-11,"Unknown_England",NA,NA,NA,0,0
2021-07-11,"Wales","AZ",20,24,0,0
2021-07-11,"Wales","AZ",25,29,0,0
2021-07-11,"Wales","AZ",30,34,0,242
2021-07-11,"Wales","AZ",35,39,0,252
2021-07-11,"Wales","AZ",40,44,12,327
2021-07-11,"Wales","AZ",45,49,10,129
2021-07-11,"Wales","AZ",50,54,11,26
2021-07-11,"Wales","AZ",60,64,0,0
2021-07-11,"Wales","AZ",65,69,0,0
2021-07-11,"Wales","AZ",80,120,0,0
2021-07-11,"Wales","Moderna",15,19,0,32
2021-07-11,"Wales","Moderna",20,24,15,55
2021-07-11,"Wales","Moderna",25,29,0,46
2021-07-11,"Wales","Moderna",30,34,0,83
2021-07-11,"Wales","Moderna",35,39,0,537
2021-07-11,"Wales","Moderna",40,44,0,83
2021-07-11,"Wales","Moderna",50,54,0,15
2021-07-11,"Wales","Moderna",55,59,0,0
2021-07-11,"Wales","Moderna",65,69,0,0
2021-07-11,"Wales","Pfizer",15,19,153,344
2021-07-11,"Wales","Pfizer",20,24,204,996
2021-07-11,"Wales","Pfizer",25,29,140,1805
2021-07-11,"Wales","Pfizer",30,34,177,1191
2021-07-11,"Wales","Pfizer",35,39,85,675
2021-07-11,"Wales","Pfizer",40,44,11,98
2021-07-11,"Wales","Pfizer",45,49,0,71
2021-07-11,"Wales","Pfizer",50,54,0,27
2021-07-11,"Wales","Pfizer",55,59,0,20
2021-07-11,"Wales","Pfizer",65,69,0,0
2021-07-11,"Wales","Pfizer",70,74,0,0
2021-07-11,"Wales","AZ",55,59,0,0
2021-07-11,"Wales","AZ",70,74,0,0
2021-07-11,"Wales","AZ",75,79,0,0
2021-07-11,"Wales","Moderna",45,49,0,198
2021-07-11,"Wales","Moderna",60,64,0,0
2021-07-11,"Wales","Pfizer",60,64,0,0
2021-07-12,"East of England","AZ",15,19,0,11
2021-07-12,"East of England","AZ",20,24,0,50
2021-07-12,"East of England","AZ",25,29,0,57
2021-07-12,"East of England","AZ",30,34,0,190
2021-07-12,"East of England","AZ",35,39,0,248
2021-07-12,"East of England","AZ",40,44,31,4057
2021-07-12,"East of England","AZ",45,49,28,3276
2021-07-12,"East of England","AZ",50,54,0,423
2021-07-12,"East of England","AZ",55,59,0,173
2021-07-12,"East of England","AZ",60,64,0,94
2021-07-12,"East of England","AZ",65,69,0,36
2021-07-12,"East of England","AZ",70,74,0,29
2021-07-12,"East of England","AZ",75,79,0,0
2021-07-12,"East of England","AZ",80,120,0,17
2021-07-12,"East of England","Moderna",15,19,261,0
2021-07-12,"East of England","Moderna",20,24,441,26
2021-07-12,"East of England","Moderna",25,29,300,43
2021-07-12,"East of England","Moderna",30,34,154,43
2021-07-12,"East of England","Moderna",35,39,89,142
2021-07-12,"East of England","Moderna",40,44,36,266
2021-07-12,"East of England","Moderna",45,49,24,278
2021-07-12,"East of England","Moderna",50,54,12,16
2021-07-12,"East of England","Moderna",55,59,0,0
2021-07-12,"East of England","Moderna",60,64,0,0
2021-07-12,"East of England","Moderna",65,69,0,0
2021-07-12,"East of England","Moderna",75,79,0,0
2021-07-12,"East of England","Moderna",80,120,0,0
2021-07-12,"East of England","Pfizer",15,19,413,57
2021-07-12,"East of England","Pfizer",20,24,608,145
2021-07-12,"East of England","Pfizer",25,29,445,170
2021-07-12,"East of England","Pfizer",30,34,283,357
2021-07-12,"East of England","Pfizer",35,39,209,935
2021-07-12,"East of England","Pfizer",40,44,95,385
2021-07-12,"East of England","Pfizer",45,49,67,166
2021-07-12,"East of England","Pfizer",50,54,29,27
2021-07-12,"East of England","Pfizer",55,59,26,11
2021-07-12,"East of England","Pfizer",60,64,12,0
2021-07-12,"East of England","Pfizer",65,69,0,0
2021-07-12,"East of England","Pfizer",70,74,0,0
2021-07-12,"East of England","Pfizer",75,79,0,0
2021-07-12,"East of England","Pfizer",80,120,0,0
2021-07-12,"East of England","Moderna",70,74,0,0
2021-07-12,"East of England",NA,NA,NA,0,0
2021-07-12,"London","AZ",15,19,0,22
2021-07-12,"London","AZ",20,24,13,98
2021-07-12,"London","AZ",25,29,11,156
2021-07-12,"London","AZ",30,34,13,364
2021-07-12,"London","AZ",35,39,14,444
2021-07-12,"London","AZ",40,44,82,4138
2021-07-12,"London","AZ",45,49,81,3315
2021-07-12,"London","AZ",50,54,51,576
2021-07-12,"London","AZ",55,59,31,298
2021-07-12,"London","AZ",60,64,17,172
2021-07-12,"London","AZ",65,69,25,100
2021-07-12,"London","AZ",70,74,11,38
2021-07-12,"London","AZ",75,79,0,30
2021-07-12,"London","AZ",80,120,11,34
2021-07-12,"London","Moderna",15,19,189,10
2021-07-12,"London","Moderna",20,24,485,67
2021-07-12,"London","Moderna",25,29,440,155
2021-07-12,"London","Moderna",30,34,242,99
2021-07-12,"London","Moderna",35,39,128,754
2021-07-12,"London","Moderna",40,44,43,369
2021-07-12,"London","Moderna",45,49,26,268
2021-07-12,"London","Moderna",50,54,20,34
2021-07-12,"London","Moderna",55,59,0,15
2021-07-12,"London","Moderna",60,64,0,0
2021-07-12,"London","Moderna",65,69,0,0
2021-07-12,"London","Moderna",75,79,0,0
2021-07-12,"London","Moderna",80,120,0,0
2021-07-12,"London","Pfizer",15,19,877,129
2021-07-12,"London","Pfizer",20,24,1645,389
2021-07-12,"London","Pfizer",25,29,1579,1070
2021-07-12,"London","Pfizer",30,34,971,1073
2021-07-12,"London","Pfizer",35,39,664,2789
2021-07-12,"London","Pfizer",40,44,287,1012
2021-07-12,"London","Pfizer",45,49,188,308
2021-07-12,"London","Pfizer",50,54,134,115
2021-07-12,"London","Pfizer",55,59,69,69
2021-07-12,"London","Pfizer",60,64,41,34
2021-07-12,"London","Pfizer",65,69,29,30
2021-07-12,"London","Pfizer",70,74,0,14
2021-07-12,"London","Pfizer",75,79,0,0
2021-07-12,"London","Pfizer",80,120,0,0
2021-07-12,"London","Moderna",70,74,0,0
2021-07-12,"London",NA,NA,NA,0,0
2021-07-12,"Midlands","AZ",15,19,0,22
2021-07-12,"Midlands","AZ",20,24,0,69
2021-07-12,"Midlands","AZ",25,29,0,77
2021-07-12,"Midlands","AZ",30,34,0,231
2021-07-12,"Midlands","AZ",35,39,0,439
2021-07-12,"Midlands","AZ",40,44,45,3487
2021-07-12,"Midlands","AZ",45,49,42,2639
2021-07-12,"Midlands","AZ",50,54,26,456
2021-07-12,"Midlands","AZ",55,59,18,224
2021-07-12,"Midlands","AZ",60,64,16,117
2021-07-12,"Midlands","AZ",65,69,0,65
2021-07-12,"Midlands","AZ",70,74,11,37
2021-07-12,"Midlands","AZ",75,79,0,33
2021-07-12,"Midlands","AZ",80,120,0,24
2021-07-12,"Midlands","Moderna",15,19,212,0
2021-07-12,"Midlands","Moderna",20,24,301,30
2021-07-12,"Midlands","Moderna",25,29,150,29
2021-07-12,"Midlands","Moderna",30,34,85,14
2021-07-12,"Midlands","Moderna",35,39,47,94
2021-07-12,"Midlands","Moderna",40,44,14,341
2021-07-12,"Midlands","Moderna",45,49,10,441
2021-07-12,"Midlands","Moderna",50,54,0,34
2021-07-12,"Midlands","Moderna",55,59,0,0
2021-07-12,"Midlands","Moderna",60,64,0,0
2021-07-12,"Midlands","Moderna",65,69,0,0
2021-07-12,"Midlands","Pfizer",15,19,813,126
2021-07-12,"Midlands","Pfizer",20,24,1386,262
2021-07-12,"Midlands","Pfizer",25,29,912,452
2021-07-12,"Midlands","Pfizer",30,34,603,1116
2021-07-12,"Midlands","Pfizer",35,39,364,2236
2021-07-12,"Midlands","Pfizer",40,44,156,392
2021-07-12,"Midlands","Pfizer",45,49,109,145
2021-07-12,"Midlands","Pfizer",50,54,74,38
2021-07-12,"Midlands","Pfizer",55,59,44,32
2021-07-12,"Midlands","Pfizer",60,64,24,19
2021-07-12,"Midlands","Pfizer",65,69,11,0
2021-07-12,"Midlands","Pfizer",70,74,0,0
2021-07-12,"Midlands","Pfizer",75,79,0,0
2021-07-12,"Midlands","Pfizer",80,120,0,0
2021-07-12,"Midlands",NA,NA,NA,0,0
2021-07-12,"North East and Yorkshire","AZ",15,19,0,21
2021-07-12,"North East and Yorkshire","AZ",20,24,0,59
2021-07-12,"North East and Yorkshire","AZ",25,29,0,69
2021-07-12,"North East and Yorkshire","AZ",30,34,0,197
2021-07-12,"North East and Yorkshire","AZ",35,39,0,358
2021-07-12,"North East and Yorkshire","AZ",40,44,42,2495
2021-07-12,"North East and Yorkshire","AZ",45,49,26,2374
2021-07-12,"North East and Yorkshire","AZ",50,54,12,328
2021-07-12,"North East and Yorkshire","AZ",55,59,11,160
2021-07-12,"North East and Yorkshire","AZ",60,64,0,78
2021-07-12,"North East and Yorkshire","AZ",65,69,0,42
2021-07-12,"North East and Yorkshire","AZ",70,74,0,12
2021-07-12,"North East and Yorkshire","AZ",75,79,0,12
2021-07-12,"North East and Yorkshire","AZ",80,120,0,21
2021-07-12,"North East and Yorkshire","Moderna",15,19,265,21
2021-07-12,"North East and Yorkshire","Moderna",20,24,483,44
2021-07-12,"North East and Yorkshire","Moderna",25,29,307,49
2021-07-12,"North East and Yorkshire","Moderna",30,34,147,28
2021-07-12,"North East and Yorkshire","Moderna",35,39,92,219
2021-07-12,"North East and Yorkshire","Moderna",40,44,43,199
2021-07-12,"North East and Yorkshire","Moderna",45,49,27,219
2021-07-12,"North East and Yorkshire","Moderna",50,54,19,24
2021-07-12,"North East and Yorkshire","Moderna",55,59,0,12
2021-07-12,"North East and Yorkshire","Moderna",60,64,0,0
2021-07-12,"North East and Yorkshire","Moderna",65,69,0,0
2021-07-12,"North East and Yorkshire","Moderna",70,74,0,0
2021-07-12,"North East and Yorkshire","Moderna",75,79,0,0
2021-07-12,"North East and Yorkshire","Pfizer",15,19,652,139
2021-07-12,"North East and Yorkshire","Pfizer",20,24,1044,259
2021-07-12,"North East and Yorkshire","Pfizer",25,29,686,335
2021-07-12,"North East and Yorkshire","Pfizer",30,34,378,619
2021-07-12,"North East and Yorkshire","Pfizer",35,39,229,1702
2021-07-12,"North East and Yorkshire","Pfizer",40,44,107,499
2021-07-12,"North East and Yorkshire","Pfizer",45,49,68,166
2021-07-12,"North East and Yorkshire","Pfizer",50,54,50,43
2021-07-12,"North East and Yorkshire","Pfizer",55,59,26,27
2021-07-12,"North East and Yorkshire","Pfizer",60,64,13,16
2021-07-12,"North East and Yorkshire","Pfizer",65,69,0,0
2021-07-12,"North East and Yorkshire","Pfizer",70,74,0,0
2021-07-12,"North East and Yorkshire","Pfizer",75,79,0,0
2021-07-12,"North East and Yorkshire","Pfizer",80,120,0,0
2021-07-12,"North East and Yorkshire","Pfizer",10,14,0,12
2021-07-12,"North East and Yorkshire",NA,NA,NA,0,0
2021-07-12,"North West","AZ",15,19,0,22
2021-07-12,"North West","AZ",20,24,0,71
2021-07-12,"North West","AZ",25,29,0,68
2021-07-12,"North West","AZ",30,34,0,197
2021-07-12,"North West","AZ",35,39,0,323
2021-07-12,"North West","AZ",40,44,34,2135
2021-07-12,"North West","AZ",45,49,24,1830
2021-07-12,"North West","AZ",50,54,10,336
2021-07-12,"North West","AZ",55,59,18,157
2021-07-12,"North West","AZ",60,64,0,90
2021-07-12,"North West","AZ",65,69,0,43
2021-07-12,"North West","AZ",70,74,0,21
2021-07-12,"North West","AZ",75,79,0,11
2021-07-12,"North West","AZ",80,120,0,24
2021-07-12,"North West","Moderna",15,19,190,0
2021-07-12,"North West","Moderna",20,24,372,23
2021-07-12,"North West","Moderna",25,29,227,36
2021-07-12,"North West","Moderna",30,34,167,56
2021-07-12,"North West","Moderna",35,39,91,174
2021-07-12,"North West","Moderna",40,44,30,170
2021-07-12,"North West","Moderna",45,49,31,234
2021-07-12,"North West","Moderna",50,54,19,24
2021-07-12,"North West","Moderna",55,59,19,0
2021-07-12,"North West","Moderna",60,64,0,0
2021-07-12,"North West","Moderna",65,69,0,0
2021-07-12,"North West","Pfizer",15,19,524,265
2021-07-12,"North West","Pfizer",20,24,785,381
2021-07-12,"North West","Pfizer",25,29,604,571
2021-07-12,"North West","Pfizer",30,34,336,944
2021-07-12,"North West","Pfizer",35,39,249,1578
2021-07-12,"North West","Pfizer",40,44,116,675
2021-07-12,"North West","Pfizer",45,49,102,295
2021-07-12,"North West","Pfizer",50,54,47,55
2021-07-12,"North West","Pfizer",55,59,37,37
2021-07-12,"North West","Pfizer",60,64,10,22
2021-07-12,"North West","Pfizer",65,69,10,15
2021-07-12,"North West","Pfizer",70,74,0,0
2021-07-12,"North West","Pfizer",75,79,0,0
2021-07-12,"North West","Pfizer",80,120,0,0
2021-07-12,"North West","Moderna",70,74,0,0
2021-07-12,"North West",NA,NA,NA,0,0
2021-07-12,"Northern Ireland",NA,NA,NA,606,1764
2021-07-12,"Scotland","AZ",16,19,0,0
2021-07-12,"Scotland","AZ",20,24,0,29
2021-07-12,"Scotland","AZ",25,29,0,30
2021-07-12,"Scotland","AZ",30,34,0,52
2021-07-12,"Scotland","AZ",35,39,11,111
2021-07-12,"Scotland","AZ",40,44,123,2563
2021-07-12,"Scotland","AZ",45,49,102,2377
2021-07-12,"Scotland","AZ",50,54,47,244
2021-07-12,"Scotland","AZ",55,59,50,148
2021-07-12,"Scotland","AZ",60,64,21,59
2021-07-12,"Scotland","AZ",65,69,0,25
2021-07-12,"Scotland","AZ",70,74,0,0
2021-07-12,"Scotland","AZ",75,79,0,0
2021-07-12,"Scotland","AZ",80,120,0,0
2021-07-12,"Scotland","Moderna",16,19,450,0
2021-07-12,"Scotland","Moderna",20,24,1025,14
2021-07-12,"Scotland","Moderna",25,29,1028,10
2021-07-12,"Scotland","Moderna",30,34,153,0
2021-07-12,"Scotland","Moderna",35,39,108,13
2021-07-12,"Scotland","Moderna",40,44,12,0
2021-07-12,"Scotland","Moderna",45,49,0,0
2021-07-12,"Scotland","Moderna",50,54,0,52
2021-07-12,"Scotland","Moderna",60,64,0,0
2021-07-12,"Scotland","Moderna",65,69,0,0
2021-07-12,"Scotland","Pfizer",16,19,676,270
2021-07-12,"Scotland","Pfizer",20,24,1152,290
2021-07-12,"Scotland","Pfizer",25,29,1029,317
2021-07-12,"Scotland","Pfizer",30,34,267,335
2021-07-12,"Scotland","Pfizer",35,39,209,991
2021-07-12,"Scotland","Pfizer",40,44,21,869
2021-07-12,"Scotland","Pfizer",45,49,15,1158
2021-07-12,"Scotland","Pfizer",50,54,0,88
2021-07-12,"Scotland","Pfizer",55,59,0,28
2021-07-12,"Scotland","Pfizer",60,64,0,11
2021-07-12,"Scotland","Pfizer",65,69,0,14
2021-07-12,"Scotland","Pfizer",70,74,0,0
2021-07-12,"Scotland","Pfizer",80,120,0,0
2021-07-12,"Scotland","Moderna",55,59,0,0
2021-07-12,"Scotland","Pfizer",75,79,0,0
2021-07-12,"South East","AZ",15,19,12,23
2021-07-12,"South East","AZ",20,24,55,86
2021-07-12,"South East","AZ",25,29,13,104
2021-07-12,"South East","AZ",30,34,15,188
2021-07-12,"South East","AZ",35,39,0,210
2021-07-12,"South East","AZ",40,44,23,4033
2021-07-12,"South East","AZ",45,49,32,3606
2021-07-12,"South East","AZ",50,54,27,417
2021-07-12,"South East","AZ",55,59,11,187
2021-07-12,"South East","AZ",60,64,12,118
2021-07-12,"South East","AZ",65,69,0,48
2021-07-12,"South East","AZ",70,74,0,25
2021-07-12,"South East","AZ",75,79,0,22
2021-07-12,"South East","AZ",80,120,0,29
2021-07-12,"South East","Moderna",15,19,642,10
2021-07-12,"South East","Moderna",20,24,1011,46
2021-07-12,"South East","Moderna",25,29,628,48
2021-07-12,"South East","Moderna",30,34,318,26
2021-07-12,"South East","Moderna",35,39,200,510
2021-07-12,"South East","Moderna",40,44,71,428
2021-07-12,"South East","Moderna",45,49,40,1498
2021-07-12,"South East","Moderna",50,54,15,116
2021-07-12,"South East","Moderna",55,59,11,13
2021-07-12,"South East","Moderna",60,64,0,0
2021-07-12,"South East","Moderna",65,69,0,0
2021-07-12,"South East","Moderna",70,74,0,0
2021-07-12,"South East","Moderna",80,120,0,0
2021-07-12,"South East","Pfizer",15,19,1192,127
2021-07-12,"South East","Pfizer",20,24,1616,380
2021-07-12,"South East","Pfizer",25,29,964,615
2021-07-12,"South East","Pfizer",30,34,590,1157
2021-07-12,"South East","Pfizer",35,39,408,3561
2021-07-12,"South East","Pfizer",40,44,168,1340
2021-07-12,"South East","Pfizer",45,49,101,272
2021-07-12,"South East","Pfizer",50,54,60,64
2021-07-12,"South East","Pfizer",55,59,26,25
2021-07-12,"South East","Pfizer",60,64,18,21
2021-07-12,"South East","Pfizer",65,69,0,12
2021-07-12,"South East","Pfizer",70,74,0,0
2021-07-12,"South East","Pfizer",75,79,0,0
2021-07-12,"South East","Pfizer",80,120,0,0
2021-07-12,"South East",NA,NA,NA,0,0
2021-07-12,"South West","AZ",15,19,0,0
2021-07-12,"South West","AZ",20,24,0,141
2021-07-12,"South West","AZ",30,34,0,96
2021-07-12,"South West","AZ",35,39,0,87
2021-07-12,"South West","AZ",40,44,17,1590
2021-07-12,"South West","AZ",45,49,11,1577
2021-07-12,"South West","AZ",50,54,10,164
2021-07-12,"South West","AZ",55,59,0,76
2021-07-12,"South West","AZ",60,64,0,46
2021-07-12,"South West","AZ",65,69,0,27
2021-07-12,"South West","AZ",75,79,0,0
2021-07-12,"South West","AZ",80,120,0,0
2021-07-12,"South West","Moderna",15,19,75,0
2021-07-12,"South West","Moderna",20,24,152,16
2021-07-12,"South West","Moderna",25,29,75,12
2021-07-12,"South West","Moderna",30,34,45,0
2021-07-12,"South West","Moderna",35,39,20,42
2021-07-12,"South West","Moderna",40,44,0,198
2021-07-12,"South West","Moderna",45,49,0,415
2021-07-12,"South West","Moderna",50,54,0,32
2021-07-12,"South West","Moderna",55,59,0,0
2021-07-12,"South West","Pfizer",15,19,644,73
2021-07-12,"South West","Pfizer",20,24,1000,191
2021-07-12,"South West","Pfizer",25,29,649,334
2021-07-12,"South West","Pfizer",30,34,396,447
2021-07-12,"South West","Pfizer",35,39,260,879
2021-07-12,"South West","Pfizer",40,44,115,717
2021-07-12,"South West","Pfizer",45,49,72,243
2021-07-12,"South West","Pfizer",50,54,44,35
2021-07-12,"South West","Pfizer",55,59,34,22
2021-07-12,"South West","Pfizer",60,64,0,19
2021-07-12,"South West","Pfizer",65,69,10,0
2021-07-12,"South West","Pfizer",70,74,0,0
2021-07-12,"South West","AZ",25,29,0,72
2021-07-12,"South West","AZ",70,74,0,0
2021-07-12,"South West","Moderna",60,64,0,0
2021-07-12,"South West","Moderna",75,79,0,0
2021-07-12,"South West","Pfizer",75,79,0,0
2021-07-12,"South West","Pfizer",80,120,0,0
2021-07-12,"South West",NA,NA,NA,0,0
2021-07-12,"Unknown_England","AZ",30,34,0,0
2021-07-12,"Unknown_England","AZ",65,69,0,0
2021-07-12,"Unknown_England","Moderna",25,29,0,0
2021-07-12,"Unknown_England","Moderna",30,34,0,0
2021-07-12,"Unknown_England","Pfizer",20,24,0,16
2021-07-12,"Unknown_England","Pfizer",25,29,0,14
2021-07-12,"Unknown_England","Pfizer",30,34,0,0
2021-07-12,"Unknown_England","Pfizer",40,44,0,0
2021-07-12,"Unknown_England","AZ",15,19,0,0
2021-07-12,"Unknown_England","AZ",40,44,0,0
2021-07-12,"Unknown_England","AZ",45,49,0,0
2021-07-12,"Unknown_England","AZ",50,54,0,0
2021-07-12,"Unknown_England","AZ",80,120,0,0
2021-07-12,"Unknown_England","Moderna",35,39,0,0
