"date","region","death3","death_chr","death_comm","ons_death_carehome","ons_death_noncarehome","phe_admissions","phe_occupied_mv_beds","phe_patients","react_positive","react_samples","pillar2_positives_pcr_all_over25","pillar2_negatives_total_pcr_over25","n_symp_delta_variant","n_symp_non_delta_variant","death_0","death_55","death_65","death_75","icu","general","admitted","new","all_admission","death2","pillar2_positives_over25","pillar2_negatives_over25","pillar2_positives","pillar2_negatives","positives","negatives","positives_over25","pillar2_positives_pcr_all","pillar2_negatives_total_pcr","pillar2_positives_symp_pcr_only","pillar2_positives_symp_pcr_only_over25","n_delta_variant","n_non_delta_variant"
"2021-06-15","london",1,NA,NA,NA,NA,37,51,289,NA,NA,604,22038,326,5,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-06-16","london",NA,1,NA,NA,NA,25,54,277,NA,NA,530,20675,317,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-06-17","london",2,NA,NA,NA,NA,31,53,300,NA,NA,582,20822,350,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-06-18","london",4,NA,NA,NA,NA,26,55,289,NA,NA,464,18700,335,3,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-06-19","london",1,NA,1,NA,NA,31,57,286,NA,NA,436,10533,237,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-06-20","london",1,NA,NA,NA,NA,32,50,272,NA,NA,408,9447,153,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-06-21","london",2,NA,NA,NA,NA,19,56,303,NA,NA,749,21441,310,2,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-06-22","london",NA,NA,NA,NA,NA,26,60,300,NA,NA,828,21675,476,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-06-23","london",NA,NA,NA,NA,NA,29,61,280,NA,NA,886,20307,498,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-06-24","london",2,NA,1,NA,NA,22,67,286,NA,NA,871,21004,503,5,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-06-25","london",3,NA,NA,NA,NA,26,62,286,NA,NA,897,18981,345,0,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-06-26","london",NA,NA,NA,NA,NA,35,59,266,NA,NA,749,10967,295,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-06-27","london",2,NA,1,NA,NA,38,53,243,NA,NA,814,9988,333,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-06-28","london",NA,NA,NA,NA,NA,31,66,302,NA,NA,1259,23770,482,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-06-29","london",NA,1,2,NA,NA,51,68,301,NA,NA,1433,23071,538,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-06-30","london",3,NA,1,NA,NA,51,71,314,NA,NA,1537,22409,381,2,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-07-01","london",2,NA,1,NA,NA,30,74,329,NA,NA,1466,22767,511,0,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-07-02","london",2,NA,NA,NA,NA,32,70,323,NA,NA,1371,20870,356,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-07-03","london",3,NA,NA,NA,NA,42,72,318,NA,NA,1327,12156,199,1,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-07-04","london",1,NA,NA,NA,NA,54,73,331,NA,NA,1270,10846,241,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-07-05","london",1,NA,1,NA,NA,55,76,364,NA,NA,1847,24848,368,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-07-06","london",1,NA,NA,NA,NA,52,74,381,NA,NA,1982,24863,346,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-07-07","london",NA,NA,2,NA,NA,62,74,397,NA,NA,2393,23273,242,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-07-08","london",2,NA,NA,NA,NA,79,75,411,NA,NA,1844,22838,400,0,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-07-09","london",1,NA,NA,NA,NA,68,84,435,NA,NA,1834,21803,281,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-07-10","london",3,NA,NA,NA,NA,64,87,440,NA,NA,1717,12480,318,0,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-07-11","london",NA,NA,NA,NA,NA,66,94,467,NA,NA,1695,10162,261,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-07-12","london",1,1,NA,NA,NA,96,103,514,NA,NA,2577,23827,285,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-07-13","london",2,1,1,NA,NA,88,101,514,NA,NA,2790,24073,490,3,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-07-14","london",3,NA,NA,NA,NA,86,112,540,NA,NA,3584,24237,483,2,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-07-15","london",NA,NA,2,NA,NA,83,117,575,NA,NA,4459,27592,304,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-07-16","london",2,NA,NA,NA,NA,85,117,583,NA,NA,4103,26688,325,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-07-17","london",3,NA,NA,NA,NA,100,114,590,NA,NA,2869,15490,303,0,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-07-18","london",6,NA,1,NA,NA,101,111,574,NA,NA,2396,12325,166,0,NA,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-07-19","london",6,NA,NA,NA,NA,117,128,647,NA,NA,3370,26452,424,0,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-07-20","london",7,NA,1,NA,NA,122,131,662,NA,NA,2764,23656,153,0,1,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-07-21","london",6,NA,2,NA,NA,126,129,713,NA,NA,2566,22629,720,1,NA,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-07-22","london",3,NA,2,NA,NA,141,141,735,NA,NA,2324,23334,501,1,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-07-23","london",7,1,1,NA,NA,104,142,794,NA,NA,2047,20708,401,0,NA,NA,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-07-24","london",4,NA,NA,NA,NA,134,146,852,NA,NA,1527,11706,380,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-07-25","london",4,NA,1,NA,NA,130,149,890,NA,NA,1454,9973,546,2,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-07-26","london",7,NA,1,NA,NA,162,161,957,NA,NA,2101,22107,490,1,NA,NA,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-07-27","london",3,NA,1,NA,NA,132,179,1001,NA,NA,1998,21113,301,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-07-28","london",8,NA,2,NA,NA,106,179,1023,NA,NA,2064,20301,490,0,NA,NA,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-07-29","london",6,NA,3,NA,NA,129,172,935,NA,NA,2068,21201,419,0,1,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-07-30","london",10,NA,2,NA,NA,126,187,1029,NA,NA,1738,18799,243,0,2,3,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-07-31","london",5,1,NA,NA,NA,124,189,1034,NA,NA,1376,10196,176,0,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-08-01","london",6,NA,2,NA,NA,123,184,1023,NA,NA,1394,8547,129,0,NA,NA,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-08-02","london",7,NA,1,NA,NA,99,204,1157,NA,NA,2129,21025,269,0,1,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-08-03","london",4,NA,NA,NA,NA,120,198,1084,NA,NA,2170,20138,259,0,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-08-04","london",9,NA,2,NA,NA,113,199,1042,NA,NA,2414,18987,59,0,1,3,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-03-16","midlands",12,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-03-17","midlands",8,1,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-03-18","midlands",12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-03-19","midlands",10,1,1,2,1,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-03-20","midlands",23,NA,NA,1,3,164,NA,218,NA,NA,NA,NA,NA,NA,1,1,5,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-03-21","midlands",18,NA,NA,1,3,151,NA,279,NA,NA,NA,NA,NA,NA,1,1,1,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-03-22","midlands",33,NA,1,1,3,192,NA,382,NA,NA,NA,NA,NA,NA,1,4,6,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-03-23","midlands",35,1,2,2,5,208,NA,438,NA,NA,NA,NA,NA,NA,2,3,11,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-03-24","midlands",41,NA,NA,3,4,329,NA,584,NA,NA,NA,NA,NA,NA,NA,4,7,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-03-25","midlands",47,1,2,2,6,422,NA,691,NA,NA,NA,NA,NA,NA,NA,3,6,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-03-26","midlands",64,2,3,8,6,356,NA,970,NA,NA,NA,NA,NA,NA,2,8,5,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-03-27","midlands",71,2,3,4,6,404,NA,1064,NA,NA,NA,NA,NA,NA,1,4,12,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-03-28","midlands",91,3,2,9,3,350,NA,1138,NA,NA,NA,NA,NA,NA,3,9,16,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-03-29","midlands",91,1,4,1,8,481,NA,1330,NA,NA,NA,NA,NA,NA,NA,8,15,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-03-30","midlands",91,4,5,11,8,581,NA,1833,NA,NA,NA,NA,NA,NA,3,5,18,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-03-31","midlands",124,3,2,10,7,594,NA,1952,NA,NA,NA,NA,NA,NA,1,11,20,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-04-01","midlands",142,7,3,20,13,776,NA,2192,NA,NA,NA,NA,NA,NA,4,7,20,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-04-02","midlands",153,7,4,22,9,582,301,1851,NA,NA,NA,NA,NA,NA,2,12,25,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-04-03","midlands",127,8,2,17,8,451,357,2682,NA,NA,NA,NA,NA,NA,2,10,19,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-04-04","midlands",143,13,3,31,8,559,360,2925,NA,NA,NA,NA,NA,NA,1,11,20,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-04-05","midlands",167,5,5,23,8,489,406,3091,NA,NA,NA,NA,NA,NA,1,13,24,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-04-06","midlands",146,14,7,34,11,439,419,3250,NA,NA,NA,NA,NA,NA,3,11,22,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-04-07","midlands",123,15,10,32,12,532,445,3328,NA,NA,NA,NA,NA,NA,NA,14,22,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-04-08","midlands",185,12,8,32,13,536,450,3315,NA,NA,NA,NA,NA,NA,7,14,28,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-04-09","midlands",140,10,11,56,10,374,465,3271,NA,NA,NA,NA,NA,NA,4,14,18,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-04-10","midlands",131,12,13,45,9,379,464,3414,NA,NA,NA,NA,NA,NA,5,8,27,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-04-11","midlands",148,15,13,62,11,335,469,3396,NA,NA,NA,NA,NA,NA,4,10,21,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-04-12","midlands",139,14,12,66,13,303,475,3430,NA,NA,NA,NA,NA,NA,5,7,21,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-04-13","midlands",125,18,3,49,6,333,485,3316,NA,NA,NA,NA,NA,NA,3,10,16,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-04-14","midlands",116,17,12,58,12,359,467,3345,NA,NA,NA,NA,NA,NA,2,7,15,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-04-15","midlands",149,11,11,45,18,242,472,3101,NA,NA,NA,NA,NA,NA,2,8,19,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-04-16","midlands",106,8,8,66,10,283,474,3095,NA,NA,NA,NA,NA,NA,3,8,16,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-04-17","midlands",119,24,17,84,11,291,440,2815,NA,NA,NA,NA,NA,NA,1,7,13,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-04-18","midlands",113,17,15,59,10,229,464,2894,NA,NA,NA,NA,NA,NA,2,4,13,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-04-19","midlands",95,22,13,68,12,281,459,2883,NA,NA,NA,NA,NA,NA,3,8,6,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-04-20","midlands",112,20,7,59,7,280,437,2843,NA,NA,NA,NA,NA,NA,1,8,15,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-04-21","midlands",92,21,7,58,11,259,437,2845,NA,NA,NA,NA,NA,NA,5,10,13,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-04-22","midlands",73,23,8,73,4,218,435,2755,NA,NA,NA,NA,NA,NA,1,6,6,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-04-23","midlands",101,24,10,62,8,221,408,2722,NA,NA,NA,NA,NA,NA,3,19,8,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-04-24","midlands",80,23,3,53,6,204,378,2558,NA,NA,NA,NA,NA,NA,NA,4,10,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-04-25","midlands",68,33,13,65,6,187,359,2368,NA,NA,NA,NA,NA,NA,1,3,13,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-04-26","midlands",83,28,17,73,7,210,350,2549,NA,NA,NA,NA,NA,NA,2,5,11,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-04-27","midlands",77,22,11,52,8,206,301,2542,NA,NA,NA,NA,NA,NA,3,3,8,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-04-28","midlands",62,25,4,53,1,220,299,2435,NA,NA,NA,NA,NA,NA,2,6,6,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-04-29","midlands",56,37,14,63,8,223,306,2318,NA,NA,NA,NA,NA,NA,NA,3,6,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-04-30","midlands",53,37,7,59,2,206,291,2308,0,42,NA,NA,NA,NA,NA,2,7,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-05-01","midlands",62,36,8,69,4,199,293,2219,NA,NA,NA,NA,NA,NA,1,1,8,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-05-02","midlands",50,22,8,48,11,151,266,2198,NA,NA,NA,NA,NA,NA,1,5,9,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-05-03","midlands",54,27,5,51,5,142,253,2161,NA,NA,NA,NA,NA,NA,1,NA,5,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-05-04","midlands",58,21,9,44,10,228,243,2154,NA,NA,NA,NA,NA,NA,1,4,7,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-05-05","midlands",56,23,8,47,3,184,235,2100,NA,NA,NA,NA,NA,NA,2,1,7,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-05-06","midlands",53,23,6,37,3,201,222,2070,NA,NA,NA,NA,NA,NA,NA,7,9,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-05-07","midlands",48,23,7,47,3,167,173,1976,2,617,NA,NA,NA,NA,NA,NA,8,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-05-08","midlands",34,28,3,52,1,157,198,1917,NA,NA,NA,NA,NA,NA,NA,1,7,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-05-09","midlands",38,25,8,44,8,159,189,1921,NA,NA,NA,NA,NA,NA,2,2,2,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-05-10","midlands",38,15,5,33,3,124,189,1889,NA,NA,NA,NA,NA,NA,1,3,4,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-05-11","midlands",30,21,3,31,4,165,178,1915,NA,NA,NA,NA,NA,NA,1,NA,1,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-05-12","midlands",45,13,5,32,1,160,176,1869,NA,NA,NA,NA,NA,NA,1,4,6,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-05-13","midlands",35,14,5,22,3,148,163,1879,NA,NA,NA,NA,NA,NA,2,1,3,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-05-14","midlands",38,20,3,33,2,143,164,1833,16,6139,NA,NA,NA,NA,NA,NA,1,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-05-15","midlands",35,12,2,25,2,172,154,1776,NA,NA,NA,NA,NA,NA,1,3,5,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-05-16","midlands",34,21,7,36,5,143,150,1747,NA,NA,NA,NA,NA,NA,NA,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-05-17","midlands",26,17,3,32,2,152,151,1809,NA,NA,NA,NA,NA,NA,NA,3,4,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-05-18","midlands",41,16,3,33,1,154,139,1820,NA,NA,NA,NA,NA,NA,NA,2,5,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-05-19","midlands",30,15,2,24,2,157,141,1811,NA,NA,NA,NA,NA,NA,NA,NA,4,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-05-20","midlands",37,7,5,13,5,149,132,1763,NA,NA,NA,NA,NA,NA,1,1,2,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-05-21","midlands",27,11,5,21,2,133,129,1733,12,13295,NA,NA,NA,NA,NA,NA,5,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-05-22","midlands",26,16,4,18,3,120,120,1706,NA,NA,NA,NA,NA,NA,1,1,4,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-05-23","midlands",36,8,3,16,5,113,114,1620,NA,NA,NA,NA,NA,NA,1,6,5,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-05-24","midlands",23,4,2,14,4,90,110,1644,NA,NA,NA,NA,NA,NA,NA,2,4,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
